"codigo_manzana","prc_nmer03","prc_nmer04","prc_nmer05","prc_nmer06","prc_nmer07","prc_nmer08","prc_nmer09","prc_nmer10","prc_nmer11","prc_nmer12","prc_nmer13","prc_nmer14","prc_nmer15","prc_nmer16","prc_nmer17"
"7600110000000002060304","7.142857142857142","7.142857142857142","0","7.142857142857142","0","0","0","0","0","0","0","0","0","0","5.88235294117647"
"7600110000000002170116","0","0","9.090909090909092","0","9.090909090909092","10","0","10","10","10","9.090909090909092","0","9.090909090909092","0","0"
"7600110000000002200115","6.451612903225806","3.225806451612903","12.903225806451612","0","0","0","0","3.125","0","0","0","7.6923076923076925","7.6923076923076925","7.6923076923076925","0"
"7600110000000002100106","0","0","0","0","0","0","12.5","0","0","12.5","0","0","11.11111111111111","11.11111111111111","11.11111111111111"
"7600110000000002230220","2.083333333333333","0","6.25","4.166666666666666","8.333333333333332","1.8867924528301887","3.7735849056603774","5.660377358490567","3.7735849056603774","7.547169811320755","1.8518518518518516","1.8518518518518516","5.555555555555555","11.11111111111111","1.8518518518518516"
"7600110000000002170212","4.166666666666666","4.166666666666666","8.333333333333332","16.666666666666664","8.333333333333332","21.428571428571427","17.857142857142858","14.285714285714285","17.857142857142858","10.714285714285714","3.125","6.25","6.25","3.125","3.125"
"7600110000000002090208","0","0","0","0","0","0","0","0","14.285714285714285","14.285714285714285","0","0","20","0","0"
"7600110000000002170367","0","12.5","18.75","18.75","18.75","16.666666666666664","0","5.555555555555555","5.555555555555555","5.555555555555555","0","11.76470588235294","0","11.76470588235294","11.76470588235294"
"7600110000000002080316","3.0303030303030303","6.0606060606060606","0","0","0","0","0","5.555555555555555","0","2.7777777777777777","2.857142857142857","0","0","0","0"
"7600110000000002200212","0","5.555555555555555","5.555555555555555","0","5.555555555555555","0","0","0","0","0","0","0","10","0","0"
"7600110000000002040209","17.647058823529413","11.76470588235294","11.76470588235294","14.705882352941178","14.705882352941178","9.523809523809524","14.285714285714285","2.380952380952381","14.285714285714285","23.809523809523807","1.9607843137254901","9.803921568627452","13.725490196078432","5.88235294117647","11.76470588235294"
"7600110000000002140115","1.5151515151515151","4.545454545454546","0.7575757575757576","5.303030303030303","3.787878787878788","4.918032786885246","8.19672131147541","0.819672131147541","3.278688524590164","4.918032786885246","3.8461538461538463","3.8461538461538463","0.9615384615384616","2.8846153846153846","0.9615384615384616"
"7600110000000002210209","0","5.263157894736842","5.263157894736842","5.263157894736842","0","5.555555555555555","0","0","11.11111111111111","0","0","0","0","0","0"
