manzanac,ed0,ed1,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30,ed1,pred_dec,pred,dif
7.60E+21,2,2,0,1,3,1,0,2,0,1,1,2,0,0,3,3,0,0,3,4,4,2,2,5,5,5,4,3,5,2,1,2,1.667142857,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,2,0,0,0,0,0,0,0.100036049,0,0
7.60E+21,0,1,0,0,3,3,1,3,2,5,2,3,2,0,2,4,3,6,0,6,2,3,2,1,2,3,2,1,0,4,0,1,1.085285714,1,0
7.60E+21,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,2,1,2,1,2,2,2,1,3,0,2,0,4,1,0,0.26920445,0,0
7.60E+21,0,0,1,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,2,0,1,1,0,1,0,0,0,0.431000288,0,0
7.60E+21,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,1,1,1,1,1,2,0,0.128648555,0,0
7.60E+21,1,5,3,1,1,1,0,2,0,3,2,1,0,0,0,1,3,1,1,0,2,5,2,0,3,3,4,1,3,3,2,5,3.634285714,4,1
7.60E+21,2,1,2,0,1,1,1,0,2,1,3,1,2,0,3,0,3,3,0,1,0,2,1,1,2,1,3,3,1,2,1,1,0.946878838,1,0
7.60E+21,0,0,1,2,0,3,0,2,1,1,2,0,1,0,0,0,0,2,3,1,1,2,0,0,1,1,1,0,0,1,3,0,0.340379013,0,0
7.60E+21,0,2,0,0,1,0,0,1,2,0,0,1,2,0,2,1,0,0,2,2,0,1,0,1,1,2,0,1,0,1,1,2,1.494278088,1,1
7.60E+21,0,0,1,0,0,1,1,0,3,0,2,2,4,2,1,1,0,2,2,0,1,1,2,1,2,1,1,3,1,3,1,0,0.264959309,0,0
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,1,0,0,1,1,1,2,3,1,2,3,0,0.156800461,0,0
7.60E+21,3,1,5,4,1,2,5,1,0,2,3,0,4,3,5,3,7,2,6,4,1,3,5,3,9,6,5,4,4,5,1,1,1.352857143,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.013149455,0,0
7.60E+21,1,3,2,0,1,2,1,1,2,0,1,4,2,0,3,1,0,3,0,0,1,1,2,1,0,3,2,4,1,2,2,3,2.197396313,2,1
7.60E+21,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0.545053284,1,-1
7.60E+21,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032651072,0,0
7.60E+21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,2,0,3,1.832591672,2,1
7.60E+21,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.108644424,0,0
7.60E+21,1,2,3,2,1,3,4,3,3,2,2,1,4,2,4,3,1,1,0,1,7,4,2,1,6,6,4,4,4,1,5,2,1.984347826,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.011833177,0,0
7.60E+21,3,3,2,3,4,1,2,2,3,4,3,5,3,3,2,3,2,4,4,1,5,4,2,2,3,5,5,5,3,2,3,3,2.600062112,3,0
7.60E+21,1,2,2,2,1,2,7,1,2,0,2,0,3,1,0,1,0,4,1,1,4,2,3,3,3,1,0,3,3,3,0,2,1.732542569,2,0
7.60E+21,5,9,8,12,5,9,3,4,8,4,6,3,7,8,2,2,3,8,9,8,3,2,5,3,8,1,3,4,8,10,7,9,5.457142857,5,4
7.60E+21,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0.346604784,0,0
7.60E+21,1,0,2,2,1,1,1,2,0,1,2,1,4,5,1,3,2,3,5,5,1,0,4,3,2,2,1,1,7,2,2,0,1.157959184,1,-1
7.60E+21,1,0,0,1,0,2,1,1,1,0,1,2,1,0,1,1,2,0,2,1,1,2,1,2,2,2,1,1,2,2,0,0,0.204389196,0,0
7.60E+21,1,4,1,0,3,0,0,0,5,1,0,0,2,1,0,2,0,3,3,1,3,2,2,2,5,4,2,5,11,3,8,4,3.032857143,3,1
7.60E+21,0,1,1,1,2,0,1,0,1,1,0,0,2,1,2,0,1,4,5,2,1,1,1,2,0,4,4,6,3,4,1,1,1.061510989,1,0
7.60E+21,0,0,1,0,0,1,2,0,0,1,0,3,0,1,2,0,1,1,0,2,3,2,6,1,1,0,0,0,0,1,0,0,0.242380952,0,0
7.60E+21,0,2,2,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,0,1,2,1,0,0,2,0,1,1,1,0,0,2,1.484336773,1,1
7.60E+21,0,1,0,0,1,1,1,1,0,1,1,0,1,1,3,1,1,1,1,1,2,2,1,3,4,2,3,0,1,1,3,1,0.810188345,1,0
7.60E+21,0,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0,0,2,0,1,3,1,1,1,4,2,1,1,2,1,0,0.516808332,1,-1
7.60E+21,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0.21716842,0,0
7.60E+21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,3,0,2,0,1,3,0,1,0,0,2,2,0,0,0.178775774,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.022376553,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,1,1,0,1,1,0,1,0,0,0.206994337,0,0
7.60E+21,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,3,2,2,3,4,2,2,2,3,3,0,0,4,2,2,0,0.299486342,0,0
7.60E+21,3,2,0,2,2,0,1,2,3,0,0,3,0,1,2,1,0,0,2,5,0,1,4,1,3,3,3,5,1,3,4,2,1.693204482,2,0
7.60E+21,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2,2,1,0,1,0.725750801,1,0
7.60E+21,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.116503859,0,0
7.60E+21,3,6,6,8,4,4,13,5,6,5,4,10,5,8,6,7,9,7,9,6,5,8,10,2,7,8,7,8,5,14,12,6,5.608571429,6,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.00328702,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0.161310977,0,0
7.60E+21,4,1,4,2,1,4,4,9,10,2,4,8,5,10,15,6,8,12,9,7,18,13,5,8,8,5,5,5,3,5,6,1,3.5,4,-3
7.60E+21,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,3,1,7,1,1,4,3,1,0.816839274,1,0
7.60E+21,1,2,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,0,2,1,1,1,4,2,2,1.456734594,1,1
7.60E+21,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,3,4,0,2,1,0.651620466,1,0
7.60E+21,0,0,2,0,2,1,1,1,0,0,0,0,1,1,2,1,1,0,0,1,0,2,2,3,1,0,1,2,1,1,0,0,0.162021071,0,0
7.60E+21,4,2,3,0,0,2,1,1,0,3,4,2,0,3,1,2,2,2,1,0,1,4,1,2,1,5,2,5,3,4,3,2,1.732857143,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.575561178,1,0
7.60E+21,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.113075069,0,1
7.60E+21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0.120149336,0,1
7.60E+21,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,1,3,1,4,5,0,0,0.245511922,0,0
7.60E+21,0,0,2,2,2,0,5,3,1,2,1,3,5,2,3,4,5,3,1,5,5,1,6,4,6,3,3,5,1,2,4,0,0.618571429,1,-1
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,3,2,2,0,0,0,0.456891891,0,0
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,0,0,1,1,1,1,1,3,2,0,0,0,0,0.160679187,0,0
7.60E+21,4,3,4,2,6,2,6,2,2,0,3,5,2,1,0,5,2,6,4,6,4,6,6,3,8,7,8,5,9,10,8,3,3.504285714,4,-1
7.60E+21,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,2,3,1,0,0,1,0,1,2,0,1,0,0,0.155914732,0,0
7.60E+21,1,1,0,0,1,2,2,1,1,2,3,4,3,2,2,4,1,0,0,1,0,1,3,0,0,0,2,1,0,0,1,1,0.965687395,1,0
7.60E+21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,2,0,0,1,1,0,2,0.200713622,0,2
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.06039244,0,0
7.60E+21,0,1,3,2,0,3,2,0,0,2,6,1,2,3,3,1,3,2,2,4,4,0,0,0,3,3,0,0,1,1,2,1,1.012747253,1,0
7.60E+21,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,3,1,1,1,0,0,1,0,0,4,2,1,1,2,0,0.246092959,0,0
7.60E+21,2,2,2,1,3,2,4,2,0,2,1,5,1,4,2,2,0,1,4,0,3,2,4,4,2,2,3,1,2,4,3,2,1.775714286,2,0
7.60E+21,0,1,3,2,1,2,2,2,2,3,0,0,0,0,1,2,2,2,3,1,4,5,4,1,3,2,2,3,4,4,1,1,1.095714286,1,0
7.60E+21,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0.092856507,0,0
7.60E+21,0,4,1,1,2,3,1,4,2,0,0,3,2,1,1,1,4,6,2,0,2,4,1,3,3,0,3,3,3,2,2,4,2.96,3,1
7.60E+21,1,0,1,0,1,1,1,0,0,0,2,2,0,2,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1,0,1,0,0.184200526,0,0
7.60E+21,1,1,0,0,2,1,0,1,2,1,1,0,1,1,3,2,1,0,3,0,2,2,3,1,2,1,0,0,1,0,0,1,0.887375801,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0.056913394,0,0
7.60E+21,0,0,0,0,1,0,2,0,3,1,1,1,1,1,1,2,3,1,1,0,1,2,2,1,1,0,0,0,4,4,2,0,0.29929637,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,1,0,0,0,0,0,0.190728432,0,0
7.60E+21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0.520267109,1,0
7.60E+21,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,3,3,2,0,3,0,2,2,1,0,0,0.253726252,0,0
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,2,1,2,0,0,4,0,1,2,2,0,0.223132238,0,0
7.60E+21,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.096337421,0,0
7.60E+21,0,0,1,0,1,0,0,0,3,1,1,0,1,1,2,0,2,0,1,1,1,1,2,1,1,2,0,2,2,2,1,0,0.730250376,1,-1
7.60E+21,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,2,0,1,2,2,1,1,0.743461815,1,0
7.60E+21,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,2,1,1,0,1,0,1,1,0,0.146887399,0,0
7.60E+21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,1,0,0,0.066192238,0,0
7.60E+21,15,5,12,10,9,10,15,8,10,8,9,18,12,6,12,9,13,10,13,11,13,18,13,15,14,12,6,16,9,11,7,5,6.238571429,6,-1
7.60E+21,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,3,0,0,0.315626423,0,0
7.60E+21,3,4,1,2,3,4,4,6,4,3,6,3,5,8,7,7,8,8,7,5,8,5,6,14,5,7,4,2,7,4,9,4,3.744285714,4,0
7.60E+21,1,1,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,3,3,0,1,4,1,1,0,0,0,2,1,0,1,0.755625666,1,0
7.60E+21,0,3,0,0,0,3,2,0,4,0,0,1,2,1,0,0,2,1,2,1,2,1,3,3,1,1,2,1,3,4,0,3,0.848814935,1,2
7.60E+21,1,3,4,4,5,6,5,5,3,1,8,6,3,4,3,6,5,3,3,7,2,3,2,5,4,1,5,1,1,1,1,3,2.861428571,3,0
7.60E+21,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,3,2,2,3,3,1,2,1,0,2,1,1,2,3,1,0,0,0.239459515,0,0
7.60E+21,1,3,1,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,2,1,2,0,2,1,0,0,1,1,1,2,3,2.090400537,2,1
7.60E+21,1,0,3,1,0,0,1,0,0,0,0,0,4,0,3,3,2,1,0,0,1,1,5,3,2,2,1,2,1,0,3,0,0.271247619,0,0
7.60E+21,3,2,1,5,2,3,4,1,5,0,6,0,3,1,3,1,3,1,7,3,3,2,6,5,4,3,4,4,9,2,0,2,1.897142857,2,0
7.60E+21,0,0,0,0,2,0,0,2,0,1,1,1,1,1,3,3,2,2,3,1,1,4,1,3,3,1,3,3,1,2,5,0,0.87472073,1,-1
7.60E+21,3,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,3,1,5,5,1,0,0.295322185,0,0
7.60E+21,1,0,3,2,2,0,0,0,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,1,0,1,2,6,1,3,3,0,0.270183673,0,0
7.60E+21,1,1,0,2,0,1,1,1,3,1,2,2,2,1,2,2,2,1,0,3,3,4,3,2,2,5,2,1,2,0,1,1,1.030977915,1,0
7.60E+21,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0.387668438,0,0
7.60E+21,0,2,1,2,1,1,0,0,1,1,0,0,3,0,1,5,1,5,2,1,1,0,3,5,5,0,5,1,5,3,2,2,1.336607143,1,1
7.60E+21,2,2,2,2,3,2,1,4,2,2,2,1,2,2,0,1,4,4,4,3,2,3,6,3,1,9,4,2,1,4,2,2,1.85863354,2,0
7.60E+21,1,0,1,0,2,1,0,1,0,0,1,2,1,1,0,2,5,3,4,1,1,2,2,1,2,5,2,2,1,1,1,0,0.296176005,0,0
7.60E+21,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0,1,0,1,0.698973274,1,0
7.60E+21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0.057261426,0,0
7.60E+21,0,0,1,1,0,1,1,0,1,0,0,1,1,3,1,4,2,0,0,1,3,1,2,3,2,2,1,0,1,1,0,0,0.175279954,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0.08601961,0,0
7.60E+21,4,0,2,1,0,0,1,1,0,0,0,0,4,3,3,4,2,2,1,3,2,1,5,4,2,1,2,1,4,0,3,0,0.295714286,0,0
7.60E+21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0.045595839,0,0
7.60E+21,2,2,5,1,4,5,4,7,3,3,4,2,5,6,6,5,4,8,8,4,2,7,1,3,6,8,7,5,6,11,1,2,3.178571429,3,-1
7.60E+21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0.025380569,0,0
7.60E+21,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,1,1,0,3,1,1,0.78911208,1,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,2,0,1,0,0,0.264279253,0,0
7.60E+21,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.115961655,0,0
7.60E+21,2,0,1,0,0,0,1,1,2,2,1,0,0,1,2,1,0,0,2,2,0,1,2,2,1,4,3,1,1,1,6,0,1.281994048,1,-1
7.60E+21,0,1,0,1,0,0,1,2,1,1,2,1,2,2,1,1,1,0,1,0,2,1,0,2,1,2,1,4,1,2,2,1,0.848400233,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,3,1,0,0,0.16463517,0,0
7.60E+21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0.088098247,0,0
7.60E+21,0,0,0,0,2,1,2,0,0,1,0,2,0,0,1,2,2,1,2,2,1,0,2,2,1,0,2,2,4,0,4,0,0.223432892,0,0
7.60E+21,0,0,0,0,0,0,2,2,0,1,2,1,1,0,1,1,2,3,0,2,3,1,2,0,2,2,1,1,2,1,2,0,0.224777046,0,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.035665879,0,0
7.60E+21,1,2,2,1,0,0,1,0,3,1,1,0,1,0,4,2,1,1,0,4,3,2,2,1,0,1,1,2,0,0,1,2,1.531304051,2,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.079035569,0,0
7.60E+21,3,2,3,4,5,2,1,5,1,2,3,6,2,5,3,3,3,1,2,3,4,2,0,5,3,1,7,3,4,3,3,2,2.074285714,2,0
7.60E+21,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,1,0,0,3,0,2,2,0,4,1,2,1,1,0.87265725,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137728,0,0
7.60E+21,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,2,0,1,2,3,2,2,2,1,0.709489712,1,0
7.60E+21,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.650012293,1,0
7.60E+21,1,0,1,0,0,0,0,0,0,1,2,1,2,1,2,2,0,1,0,1,0,2,0,1,2,0,2,3,1,0,2,0,0.558463915,1,-1
7.60E+21,1,0,0,1,0,1,0,0,2,0,0,2,2,0,3,0,1,0,0,0,1,2,2,1,2,2,4,5,4,5,8,0,0.544047619,1,-1
7.60E+21,0,1,1,0,0,2,3,1,3,1,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,1,0,0,2,0,0,1,0.801375856,1,0
7.60E+21,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,2,2,0,2,0,4,0,2,2,1,2,2,2,0,0.243129929,0,0
7.60E+21,3,3,2,2,1,1,3,4,3,3,5,1,4,1,4,2,2,4,6,1,6,6,7,7,2,2,7,3,5,5,4,3,2.244347826,2,1
7.60E+21,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,2,2,4,0,0.158409454,0,0
7.60E+21,1,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,2,1,1,1,1,0,2,1,0.762313688,1,0
7.60E+21,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0.105784977,0,0
7.60E+21,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,1,0.777835032,1,0
7.60E+21,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3,0,2,1,4,0,1,3,2,0,0,0,0.191478691,0,0
7.60E+21,0,0,1,0,1,0,0,1,0,1,0,0,2,1,3,0,1,1,0,1,1,0,0,2,2,1,1,1,2,1,1,0,0.154283202,0,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.087326703,0,0
7.60E+21,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,2,3,2,2,1,4,1,4,4,3,3,1,1,2,0,0.303729387,0,0
7.60E+21,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,2,0,1,4,2,0,0,2,1,1,3,1,2,5,2,0,0.305062944,0,0
7.60E+21,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,3,2,1,0,3,1,0,2,0,1,1,0,0.138214535,0,0
7.60E+21,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,2,1,1,0,1,1,3,2,1,3,2,1,4,3,2,0,1,0.898626905,1,0
7.60E+21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0.060174151,0,0
7.60E+21,0,0,5,0,1,2,2,1,1,1,1,1,1,4,2,0,5,1,1,2,2,2,0,2,5,1,2,0,2,4,2,0,0.445091156,0,0
7.60E+21,1,1,2,0,3,1,0,2,4,2,3,1,3,1,2,1,1,0,1,9,4,3,3,4,0,1,2,2,3,3,1,1,1.118344322,1,0
7.60E+21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025559798,0,0
7.60E+21,7,5,7,4,7,3,6,7,7,3,7,7,7,9,8,7,7,10,9,12,11,7,10,10,7,15,11,13,14,12,24,5,5.051428571,5,0
7.60E+21,2,2,2,3,0,3,2,2,1,1,4,2,6,4,7,5,3,4,0,4,2,6,3,3,6,4,3,5,2,1,3,2,1.957857143,2,0
7.60E+21,4,5,5,9,11,11,8,10,7,8,11,8,8,8,10,6,7,5,11,15,15,14,11,8,12,14,12,11,16,14,10,5,5.54,6,-1
7.60E+21,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,2,0,0,0.137377009,0,0
7.60E+21,0,1,1,0,0,2,1,0,2,1,1,1,1,2,0,0,1,2,4,1,4,2,3,1,3,0,1,1,0,0,2,1,0.942349631,1,0
7.60E+21,2,2,1,0,1,1,0,0,1,4,0,1,1,1,0,3,0,3,0,4,2,4,1,9,1,4,6,5,1,1,6,2,1.938571429,2,0
7.60E+21,1,0,2,1,1,0,1,1,1,0,4,1,1,0,2,1,1,3,0,2,2,2,1,1,4,1,2,1,0,1,0,0,0.272241126,0,0
7.60E+21,2,3,2,1,3,0,3,3,1,1,1,1,2,3,3,1,3,1,3,2,4,1,5,2,3,2,3,1,7,4,3,3,2.386703297,2,1
7.60E+21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,1,1,1,5,2,4,2,2,1,5,0,0.282382481,0,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0.316433232,0,0
7.60E+21,1,2,0,2,2,2,0,1,0,2,2,3,0,1,2,0,1,0,3,0,0,0,2,1,2,3,4,1,1,3,3,2,1.023785714,1,1
7.60E+21,1,0,0,0,0,1,1,0,0,3,0,2,1,2,0,2,1,1,1,0,0,1,3,0,2,1,2,1,3,1,2,0,0.245313572,0,0
7.60E+21,1,2,5,4,2,5,2,4,3,1,6,6,3,5,3,5,3,1,5,4,5,4,6,1,3,5,1,2,2,3,3,2,2.215714286,2,0
7.60E+21,2,2,4,1,3,0,1,3,4,3,3,3,2,2,6,2,4,3,2,5,2,1,2,4,2,3,4,4,2,4,5,2,1.92,2,0
7.60E+21,1,0,3,0,0,0,0,1,1,0,1,1,0,2,1,2,1,1,1,0,4,0,2,0,0,0,1,0,1,0,0,0,0.238915059,0,0
7.60E+21,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,2,0,4,2,0,1,2,0,1,2,1,3,0,0,3,0,0.202759676,0,0
7.60E+21,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,2,0,1,2,1,0,0,1,0,3,6,0,0.230975356,0,0
7.60E+21,0,1,0,1,2,1,0,0,1,1,1,0,1,3,0,2,2,4,2,3,1,0,3,3,2,2,2,1,2,0,1,1,0.965290506,1,0
7.60E+21,0,1,3,4,1,0,0,0,0,1,1,1,1,0,2,0,0,1,1,1,2,0,0,2,1,0,2,2,0,2,0,1,0.970102041,1,0
7.60E+21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0.056798054,0,0
7.60E+21,1,0,2,2,0,2,2,3,2,0,4,1,2,4,0,0,2,3,1,1,2,3,1,4,4,3,3,6,4,3,2,0,0.507414966,1,-1
7.60E+21,1,0,2,0,1,2,1,2,3,2,0,4,1,1,1,0,1,2,4,2,2,0,4,1,6,2,1,3,2,5,3,0,1.372040816,1,-1
7.60E+21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.274272158,0,0
7.60E+21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0.099666661,0,0
7.60E+21,7,5,4,6,3,5,7,8,3,3,7,8,5,4,6,3,8,8,11,14,8,9,14,13,7,7,13,12,6,8,13,5,5.072857143,5,0
