manzanac,rte,pred2019,pred2019_dec,pred2018,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ed30
7.60E+21,,1,1.437045455,1,2,2,1,2,0,1,0,5,1,1,1,1,0,1,2,3,4,0,4,4,2,6,3,2,4,2,7,1
7.60E+21,,1,1.277593244,1,1,0,2,2,2,2,2,0,1,1,1,0,1,2,1,2,0,5,5,1,0,4,2,2,3,3,3,5
7.60E+21,,3,2.647142857,2,2,5,3,3,6,1,1,2,1,1,4,2,1,4,3,4,5,4,3,3,4,3,6,7,12,10,6,1
7.60E+21,,0,0.282181051,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,1,2,3,1,1,1,2,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.543075045,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,2,2,2,3,1,3,3,2,2,4
7.60E+21,,1,1.468681319,1,3,2,1,0,2,1,3,2,3,1,4,2,2,2,4,0,3,4,1,2,7,5,3,2,6,2,3,2
7.60E+21,,1,1.176111111,1,1,0,2,1,2,2,1,3,3,4,2,1,2,2,6,2,0,4,1,1,2,4,1,1,3,2,5,1
7.60E+21,,1,0.586348814,1,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,3,4
7.60E+21,,1,0.705639592,0,0,1,0,1,1,0,0,1,0,0,0,2,2,0,1,1,3,2,1,3,1,5,2,2,2,3,1,2
7.60E+21,,1,1.044285714,1,3,1,0,2,0,1,2,1,1,4,2,3,3,1,2,2,4,5,1,1,5,4,4,1,1,4,4,1
7.60E+21,,1,0.703981241,1,0,2,0,2,1,0,0,0,1,3,0,1,0,0,1,1,0,3,1,1,1,2,0,0,3,1,2,0
7.60E+21,,1,1.409910714,1,1,1,1,4,0,1,3,2,1,3,2,1,2,0,2,2,4,4,2,3,2,8,5,2,4,5,6,3
7.60E+21,,1,0.875478381,1,0,0,1,4,5,0,0,0,0,1,1,0,2,0,0,0,2,1,2,2,1,1,1,1,0,2,2,2
7.60E+21,,1,0.660824246,1,2,1,1,0,1,0,0,0,1,1,1,1,1,2,1,1,4,3,0,2,2,2,2,1,1,1,2,3
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,2,1.71,2,2,2,3,6,0,2,0,3,1,4,1,2,1,0,3,9,3,3,1,2,3,8,4,7,3,6,4,6
7.60E+21,,1,0.551152724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,3,0,2,1,3,2
7.60E+21,,0,0.186893316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.60E+21,,3,2.507142857,3,3,5,4,1,5,3,2,4,4,1,1,3,2,2,2,1,3,4,5,4,3,3,3,6,2,4,2,2
7.60E+21,,0,0.324484425,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
7.60E+21,,1,0.592135381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,2,1,2,4,1
7.60E+21,,1,1.035070122,1,2,2,0,2,1,0,1,1,0,1,0,1,2,1,0,1,2,2,7,4,2,3,4,1,3,3,4,3
7.60E+21,,0,0.145156711,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
7.60E+21,,1,1.353486101,1,0,0,3,2,2,3,1,4,2,2,0,2,0,1,2,2,0,2,1,3,3,5,1,2,3,3,0,1
7.60E+21,,0,0.134107572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
7.60E+21,,1,0.530869129,1,1,0,2,0,2,0,2,0,0,1,1,0,1,0,3,1,0,0,0,1,1,2,1,2,2,1,1,1
7.60E+21,,0,0.32290567,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,1,0,2,1,1,0,2,0,0,0,0,1
7.60E+21,,1,1.193458647,1,4,0,2,0,1,1,0,1,1,2,2,2,0,2,4,2,3,5,3,4,6,3,3,1,3,2,4,1
7.60E+21,,1,0.584923469,1,0,1,1,2,0,0,0,1,2,0,1,0,1,0,1,1,0,1,4,1,1,0,2,1,2,3,0,0
7.60E+21,,0,0.020108826,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.60E+21,,0,0.226446329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,3,1,1,1,0
7.60E+21,,1,0.787302493,1,0,2,0,0,1,0,1,3,0,0,3,0,3,0,1,1,5,2,1,5,1,2,1,2,1,1,2,3
7.60E+21,,1,1.388571429,1,2,0,2,1,0,0,1,2,0,0,0,2,0,1,3,2,3,1,4,3,1,1,8,1,6,4,5,1
7.60E+21,,0,0.123432109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2
7.60E+21,,5,4.898571429,6,9,6,5,9,7,5,5,4,2,9,6,9,8,3,8,5,8,8,9,7,10,14,6,7,7,5,6,3
7.60E+21,,0,0.438630887,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,1,1,4
7.60E+21,,0,0.183518659,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7.60E+21,,1,0.622556383,0,1,0,1,0,0,0,1,0,1,1,1,1,0,2,1,0,0,1,2,4,0,4,0,2,1,0,0,0
7.60E+21,,2,1.608571429,2,0,1,1,1,1,2,3,3,5,7,2,7,6,3,8,5,3,7,4,6,2,3,3,1,2,1,0,3
7.60E+21,,0,0.488743246,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,2,2,4,3,3,4,2
7.60E+21,,0,0.360179891,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1,2,1,3,0,1,1,0,1,0,0,1,0
7.60E+21,,2,2.134285714,2,3,2,1,4,1,3,2,2,0,1,5,4,5,3,4,3,4,3,3,1,8,7,7,3,7,14,6,8
7.60E+21,,1,1.267428571,1,0,0,1,1,2,2,3,2,1,0,3,0,0,3,0,0,2,0,4,4,4,2,4,2,2,1,3,1
7.60E+21,,0,0.240627482,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
7.60E+21,,0,0.379939763,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,3,3,1,1,1
7.60E+21,,1,1.087142857,1,2,3,0,0,1,0,3,1,0,0,3,2,0,4,1,1,0,5,3,5,3,6,2,3,0,2,1,3
7.60E+21,,0,0.294368242,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,1,2
7.60E+21,,4,4.127142857,4,5,9,4,4,4,7,2,5,2,4,6,3,0,5,5,10,4,7,6,7,6,8,6,4,5,6,10,8
7.60E+21,,1,0.710643642,1,0,0,0,0,0,0,1,2,2,1,0,0,1,3,2,0,0,2,2,0,0,0,2,0,0,2,4,0
7.60E+21,,0,0.248302634,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,1,0
7.60E+21,,0,0.03977111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7.60E+21,,0,0.232830506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
7.60E+21,,0,0.3793926,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,0
7.60E+21,,3,2.5275,3,1,4,2,3,2,1,5,5,3,7,0,1,2,2,3,4,4,5,4,6,2,6,5,4,4,3,7,4
7.60E+21,,1,0.885819502,1,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,0,1,1,1,3,5,2,5,2,2,4,8,1
7.60E+21,,0,0.004996552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.739748307,1,1,0,0,1,1,0,0,4,3,1,1,1,3,1,1,1,1,1,1,2,5,2,1,3,2,3,2,1
7.60E+21,,1,1.057074583,1,0,0,0,0,0,1,2,4,0,1,1,2,0,1,1,2,0,1,2,2,3,6,0,3,3,3,3,1
7.60E+21,,1,0.836648622,1,1,0,1,1,1,0,0,2,1,2,1,1,0,1,2,2,1,4,1,4,0,3,3,3,2,5,5,3
7.60E+21,,1,1.006380952,1,0,1,2,1,2,1,0,0,1,0,0,1,0,4,1,0,1,1,0,2,2,3,3,4,2,4,4,3
7.60E+21,,0,0.186596384,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,2,1,1
7.60E+21,,0,0.437397711,0,0,1,0,0,0,0,0,3,0,1,1,1,0,1,1,3,0,0,0,0,2,2,0,2,1,1,3,1
7.60E+21,,0,0.114811934,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0
7.60E+21,,0,0.287361564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1
7.60E+21,,0,0.006213317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7.60E+21,,1,0.960892857,1,0,0,2,3,2,1,0,1,0,0,0,2,2,0,0,1,2,0,0,1,3,4,1,0,4,1,5,5
7.60E+21,,1,0.670464695,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,1,2,1,1,3,0,3,2,0,2,2,0,0
7.60E+21,,2,1.995714286,2,0,3,5,3,2,3,4,4,3,4,3,4,6,3,2,3,2,4,5,3,1,2,0,3,1,4,2,3
7.60E+21,,1,0.723269841,1,2,3,3,1,0,0,0,0,1,2,0,4,0,0,0,0,3,2,0,2,0,1,1,1,1,0,1,2
7.60E+21,,1,1.181428571,1,0,1,2,1,0,2,1,0,2,2,1,2,2,2,2,2,3,6,1,1,2,2,6,4,1,1,1,0
7.60E+21,,0,0.019603455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7.60E+21,,1,0.602626709,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,2,2,2,0,0,3,0,2,1
7.60E+21,,0,0.375391577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,3,1,0
7.60E+21,,1,0.860378306,1,0,2,1,0,1,1,1,3,0,2,1,0,1,4,1,1,2,6,2,1,1,1,1,0,2,2,1,1
7.60E+21,,0,0.09798199,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1
7.60E+21,,0,0.222351392,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,1.26,1,1,3,0,1,2,1,5,5,0,1,1,1,0,1,3,1,5,1,2,0,7,3,3,2,3,4,2,3
7.60E+21,,1,0.608781039,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,1,4,3,1,1,0,1,1,0,0
7.60E+21,,2,1.703638716,2,2,3,2,1,2,3,5,2,2,1,2,1,1,4,3,2,4,5,3,3,3,2,2,3,3,3,8,6
7.60E+21,,0,0.14533937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2
7.60E+21,,0,0.281126117,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,0,2
7.60E+21,,1,0.657946429,1,0,3,0,0,1,0,0,0,0,2,0,0,1,1,1,2,3,0,0,1,2,2,1,6,2,2,3,6
7.60E+21,,1,0.929418367,1,0,1,1,2,1,1,1,1,0,2,2,0,1,1,0,0,0,2,0,4,3,1,3,4,2,1,4,1
7.60E+21,,1,0.848328008,1,0,1,0,0,3,0,0,1,0,0,1,2,1,1,3,1,1,0,0,0,0,3,5,2,3,0,2,2
7.60E+21,,0,0.49524825,1,0,1,0,1,0,1,0,0,0,1,1,0,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,5
7.60E+21,,1,0.716607143,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,2,0,1,4,2,3,1,1,4,3,4,0,2
7.60E+21,,5,4.707142857,5,6,5,11,7,2,8,6,10,5,8,5,8,7,4,4,9,5,7,2,3,2,5,6,4,7,6,14,10
7.60E+21,,9,9.097142857,9,7,17,14,12,15,8,15,9,14,15,7,4,8,8,10,9,12,12,11,15,21,10,11,18,16,14,17,19
7.60E+21,,1,0.560101364,1,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,1,0,1,3,0,1
7.60E+21,,0,0.403973217,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,1,0,2,1,4,1,0,2,0,0,1,1,0,0
7.60E+21,,2,2.29,2,1,5,2,0,3,3,2,5,7,3,2,2,2,1,1,3,3,2,4,7,3,4,1,6,3,7,2,2
7.60E+21,,0,0.083810129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
7.60E+21,,0,0.161263921,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0
7.60E+21,,3,2.842857143,4,1,2,6,3,4,6,3,5,8,2,6,4,2,5,3,2,2,6,4,2,2,4,10,6,5,4,8,6
7.60E+21,,1,1.357529762,1,2,1,2,2,0,2,1,1,2,3,2,0,0,2,2,3,4,1,7,3,1,9,8,4,3,3,3,1
7.60E+21,,1,0.551583516,1,1,0,1,0,0,0,0,3,1,2,0,0,3,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1
7.60E+21,,0,0.169552825,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,1,2,1,0,0,0,0,1,1
7.60E+21,,0,0.027250371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.24397838,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,0,0,1
7.60E+21,,0,0.217161807,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
7.60E+21,,1,0.638651756,1,2,2,0,1,1,0,1,1,0,2,0,0,1,0,0,0,1,1,1,1,0,1,1,3,4,1,0,4
7.60E+21,,1,1.49122449,2,1,1,2,5,2,4,0,3,0,2,1,1,2,1,2,0,3,1,3,1,4,0,2,0,2,3,3,8
7.60E+21,,1,0.621426198,1,0,0,0,1,2,1,0,3,1,1,2,2,1,0,1,3,3,0,1,2,1,2,1,2,1,1,1,2
7.60E+21,,10,10.02714286,11,12,11,19,11,14,11,12,16,15,6,10,6,7,5,4,4,7,0,3,8,6,10,12,4,7,16,6,13
7.60E+21,,7,6.617142857,6,6,10,8,8,9,11,9,6,5,10,11,5,4,6,3,4,5,7,6,7,7,5,5,7,8,6,12,16
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,1,0.665844259,1,2,1,0,0,0,1,1,1,0,0,0,0,2,1,1,0,1,1,3,1,0,1,3,2,2,2,0,2
7.60E+21,,3,2.988571429,3,5,5,1,7,3,0,5,5,4,4,2,1,3,3,2,2,5,5,1,2,4,1,5,6,4,3,4,5
7.60E+21,,2,1.844642857,2,3,0,3,4,1,2,2,2,3,3,3,3,2,2,2,2,4,2,3,6,6,4,2,10,7,5,4,3
7.60E+21,,5,4.775714286,6,10,8,5,6,5,5,4,7,7,3,6,6,5,5,1,7,3,8,8,3,6,6,5,6,4,8,6,4
7.60E+21,,0,0.211408879,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1
7.60E+21,,5,4.541428571,5,9,8,0,7,4,5,9,7,5,4,5,5,6,4,7,3,11,6,6,8,4,9,7,6,5,13,7,4
7.60E+21,,2,1.805714286,1,2,2,0,1,2,0,4,4,1,0,2,1,4,2,3,3,3,2,6,7,6,2,4,2,3,3,4,4
7.60E+21,,0,0.429786184,0,1,0,0,2,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,2,2,1,0,0,1,0,1,2
7.60E+21,,0,0.200730934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
7.60E+21,,1,0.969873879,1,1,0,1,0,1,0,0,3,1,1,0,1,1,1,2,2,1,2,3,3,3,2,4,4,2,1,5,4
7.60E+21,,0,0.34978683,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2
7.60E+21,,1,0.602641949,1,2,1,2,1,0,0,1,0,2,0,3,2,1,1,0,0,1,2,2,0,1,4,1,1,3,0,0,2
7.60E+21,,1,0.80505284,1,1,0,1,2,0,1,0,2,0,0,1,1,0,1,1,2,3,1,0,3,3,0,0,2,0,0,2,1
7.60E+21,,2,2.414285714,2,5,1,2,7,6,1,2,2,1,1,4,2,2,3,0,1,3,3,2,2,1,7,6,2,5,7,3,6
7.60E+21,,0,0.41407731,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,1,2,1,1,2,5
7.60E+21,,0,0.434444129,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,1,3,2,0,0,1,0,3,0,0,2
7.60E+21,,0,0.316922837,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,1,1,0,0,2,1,3,0,0,1,0,2,1
7.60E+21,,5,4.731428571,5,5,7,10,4,9,7,6,8,11,8,11,5,7,9,6,8,3,4,11,8,7,8,6,6,7,7,4,3
7.60E+21,,1,0.897093378,1,0,2,1,0,0,1,4,1,1,0,0,1,1,3,2,2,1,3,1,3,0,2,1,2,0,2,0,1
7.60E+21,,1,0.779488619,1,0,0,0,1,0,1,0,1,2,1,0,2,1,4,1,1,2,1,2,2,2,1,2,5,2,0,2,0
7.60E+21,,1,0.752934524,1,1,0,1,0,2,0,0,0,1,0,0,2,1,3,1,3,0,1,1,0,0,3,1,4,3,2,1,1
7.60E+21,,0,0.247613773,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,2,0,0,1,1,0,2,1,2,1,2,0,2,0
7.60E+21,,0,0.135039369,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1
7.60E+21,,1,1.099582957,1,0,3,3,1,2,1,1,0,2,1,1,0,0,1,1,1,0,0,0,2,0,5,3,0,0,1,1,2
7.60E+21,,1,0.976673692,1,0,2,1,1,3,0,3,0,0,0,0,1,2,3,2,2,2,0,1,4,2,1,2,0,1,4,1,3
7.60E+21,,1,0.990407029,1,0,0,0,0,1,1,1,1,3,2,2,0,2,3,1,1,3,1,0,0,3,3,5,2,2,1,1,1
7.60E+21,,0,0.438966139,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,2,1,1,2,0,0,0,0,1,2,0,1,2,1
7.60E+21,,0,0.426557661,1,1,1,0,2,0,0,1,1,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,0,1,0,0,1
7.60E+21,,2,2.485714286,3,5,3,3,4,3,4,8,5,3,3,4,2,0,2,1,1,2,2,2,7,8,5,7,4,7,3,9,5
7.60E+21,,1,0.619528643,1,1,2,0,1,0,1,1,0,1,1,0,1,2,0,1,3,1,2,2,2,1,0,2,2,3,2,0,0
7.60E+21,,0,0.306708476,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,2
7.60E+21,,0,0.436383869,0,1,1,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,2,0,1,0,1,0
7.60E+21,,0,0.38245091,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,2,2,1,0,0
7.60E+21,,3,3.132857143,3,3,2,4,4,3,5,6,2,4,4,1,3,4,0,3,5,6,7,4,4,8,5,5,8,15,9,7,8
7.60E+21,,0,0.319405515,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
7.60E+21,,0,0.330237369,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,2,3,1,1,0,0
7.60E+21,,1,0.599656703,1,1,1,0,1,0,1,1,1,0,1,1,2,1,0,2,0,1,1,2,1,1,2,2,3,3,3,2,1
7.60E+21,,2,2.077142857,2,3,4,1,5,4,3,2,3,7,7,3,7,4,5,1,8,1,4,3,1,3,1,7,1,3,1,3,3
7.60E+21,,1,0.939541201,1,0,1,0,0,2,1,1,1,0,0,0,0,1,1,1,2,2,0,1,3,0,4,1,0,2,1,2,6
7.60E+21,,1,0.549358264,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,6,0,1,1
7.60E+21,,1,0.632348962,1,1,0,1,1,0,1,2,0,0,0,0,1,0,2,1,4,2,2,0,1,1,0,2,3,3,0,0,0
7.60E+21,,1,0.723050025,1,2,1,0,0,0,0,1,0,1,1,1,0,2,2,0,0,4,1,1,2,0,4,2,4,3,2,2,0
7.60E+21,,0,0.447942782,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,0,2,0,0,1,0,0
7.60E+21,,1,0.745497064,1,2,1,0,2,0,2,0,0,0,0,1,1,1,1,1,3,2,4,1,1,2,1,2,0,0,0,1,2
7.60E+21,,0,0.296517057,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2
7.60E+21,,1,0.852353272,1,0,2,0,2,0,2,0,0,3,1,1,2,2,2,1,1,2,3,1,2,2,0,2,2,4,2,2,4
7.60E+21,,0,0.423600278,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,2,1,2,5,1,1,1,2,1,3,2
7.60E+21,,0,0.291756216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,1,1,3
7.60E+21,,2,1.939795918,2,4,2,0,1,3,1,3,3,0,2,1,2,1,2,1,1,4,2,4,1,4,3,3,4,7,3,6,3
7.60E+21,,1,0.622050613,1,0,0,0,1,1,1,0,0,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,2,4,0,2
7.60E+21,,0,0.277103937,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,0,1,1
7.60E+21,,0,0.253058338,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,0,1,0,0,0
7.60E+21,,0,0.036017354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.60E+21,,0,0.132502266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0
7.60E+21,,0,0.00137728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.60E+21,,0,0.332934821,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1
7.60E+21,,1,0.590548378,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,1,1,3,2,2,2,2,0,0
7.60E+21,,0,0.396395398,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,1,2,0,1,0,0,1,1,3
7.60E+21,,1,0.833748201,1,0,1,0,0,2,1,1,0,2,0,1,0,0,1,1,0,1,0,3,3,2,1,2,2,1,3,1,3
7.60E+21,,1,0.778190476,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,2,2,1,0,2,5,4,3,0,7
7.60E+21,,1,0.723823527,1,1,0,2,0,2,1,0,1,1,0,0,2,2,0,1,1,1,2,2,2,1,0,1,3,0,2,1,2
7.60E+21,,0,0.110260442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1
7.60E+21,,4,3.615714286,4,2,7,9,7,4,6,10,6,7,3,6,2,1,5,6,5,3,5,1,1,3,1,4,4,1,2,4,2
7.60E+21,,1,0.921226048,1,1,1,1,1,2,0,1,0,0,3,0,2,3,2,1,3,1,1,3,3,5,2,2,3,1,3,1,3
7.60E+21,,1,1.01189881,1,2,3,1,1,1,1,0,1,4,2,1,0,3,2,2,1,0,2,0,2,2,0,0,1,2,3,1,1
7.60E+21,,2,1.945714286,3,2,1,4,5,3,3,2,2,5,9,11,4,5,6,3,9,6,6,2,5,3,7,5,3,3,2,2,6
7.60E+21,,0,0.206227105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0
7.60E+21,,1,0.524859802,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,2,1,0,1,0,1
7.60E+21,,1,0.702410739,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1,2,0,3,1,1,1,2,0,1,2,1,0
7.60E+21,,0,0.171159395,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
7.60E+21,,1,1.25,1,0,2,0,0,0,0,3,3,3,1,1,2,3,2,2,4,2,5,1,5,5,7,5,3,2,1,4,2
7.60E+21,,1,0.526983111,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,2,0,1,1,2,0,1,1,0
7.60E+21,,0,0.338011905,1,0,0,1,2,0,1,0,0,1,1,0,0,0,2,2,0,3,0,1,0,3,1,1,0,0,0,2,0
7.60E+21,,2,1.501904762,1,1,1,3,0,3,2,3,0,0,5,0,1,3,2,3,3,2,1,5,4,2,4,4,1,0,1,3,1
7.60E+21,,1,0.603847573,1,0,2,1,2,0,1,1,0,0,1,0,2,1,2,0,0,1,0,2,2,0,0,2,2,2,1,0,2
7.60E+21,,1,0.818196296,1,1,1,0,0,1,2,0,0,0,1,2,2,2,0,2,4,0,5,2,3,1,4,3,2,2,2,2,3
7.60E+21,,0,0.344651215,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,2,2
